date,month,total_listings,active_listings,booked_listings,available_listing_nights,demand_nights,revenue,occupancy,adr,rev_par,avg_stay_length,ISO2,country,world_region,world_subregion,occ_norm
2024-04-01,Apr,4869,1974,1723,41576,13224,733686,0.31806811622089665,55.48,17.65,3.52,KH,Cambodia,Asia and the Pacific,South-East Asia,0.4061605053393296
2024-05-01,May,4880,1912,1169,39143,9983,471243,0.25503921518534606,47.2,12.04,3.66,KH,Cambodia,Asia and the Pacific,South-East Asia,0
2024-06-01,Jun,4837,1476,1227,31081,10254,549086,0.3299121649882565,53.55,17.67,3.33,KH,Cambodia,Asia and the Pacific,South-East Asia,0.4824839816109719
2024-07-01,Jul,5154,1562,1279,33816,10799,657965,0.3193458717766738,60.93,19.46,3.52,KH,Cambodia,Asia and the Pacific,South-East Asia,0.41439440809993555
2024-08-01,Aug,5222,1666,1322,38670,10123,588919,0.26177915696922677,58.18,15.23,3.36,KH,Cambodia,Asia and the Pacific,South-East Asia,0.043432427282122585
2024-09-01,Sep,5275,1615,1140,28658,8282,403094,0.28899434712820155,48.67,14.07,3.84,KH,Cambodia,Asia and the Pacific,South-East Asia,0.21880809156096567
2024-10-01,Oct,5396,1806,1630,41731,12213,659087,0.2926601327550262,53.97,15.79,3.33,KH,Cambodia,Asia and the Pacific,South-East Asia,0.2424305459936865
2024-11-01,Nov,5364,2338,2132,46960,19264,1120375,0.41022146507666096,58.16,23.86,3.07,KH,Cambodia,Asia and the Pacific,South-East Asia,1
2024-12-01,Dec,5284,2711,2354,55441,20680,1261610,0.3730091448566945,61.01,22.76,3.16,KH,Cambodia,Asia and the Pacific,South-East Asia,0.7602024700245752
2024-01-01,Jan,58032,49980,44046,1258832,496105,44811427,0.3940994509195826,90.33,35.6,2.14,KR,Korea (Rep. of),Asia and the Pacific,North-East Asia,0
2024-02-01,Feb,59950,47931,44272,1070093,496316,46008557,0.4638064168254535,92.7,42.99,2.1,KR,Korea (Rep. of),Asia and the Pacific,North-East Asia,0.39849729989938026
2024-03-01,Mar,60002,50237,47653,1219808,569532,52379731,0.466902988011228,91.97,42.94,2.32,KR,Korea (Rep. of),Asia and the Pacific,North-East Asia,0.4161996233392451
2024-04-01,Apr,59206,49749,47214,1187418,627269,58229668,0.5282630042663998,92.83,49.04,2.39,KR,Korea (Rep. of),Asia and the Pacific,North-East Asia,0.7669794985168086
2024-05-01,May,60347,52761,51270,1347122,673524,63574420,0.4999725340392333,94.39,47.19,2.33,KR,Korea (Rep. of),Asia and the Pacific,North-East Asia,0.6052499518079025
2024-06-01,Jun,62631,54810,51473,1284831,675380,64836176,0.5256566816958806,96,50.46,2.28,KR,Korea (Rep. of),Asia and the Pacific,North-East Asia,0.7520798038661879
2024-07-01,Jul,64506,57191,54015,1329653,720166,71827668,0.5416195052393369,99.74,54.02,2.3,KR,Korea (Rep. of),Asia and the Pacific,North-East Asia,0.84333527594379
2024-08-01,Aug,69289,61142,58901,1522347,866252,92159864,0.5690240135790329,106.39,60.54,2.08,KR,Korea (Rep. of),Asia and the Pacific,North-East Asia,1
2024-09-01,Sep,69178,60512,55524,1499642,702405,68827630,0.4683817871198593,97.99,45.9,2.28,KR,Korea (Rep. of),Asia and the Pacific,North-East Asia,0.42465354819775847
2024-10-01,Oct,69105,60097,56306,1550613,791086,77039528,0.5101762980189125,97.38,49.68,2.3,KR,Korea (Rep. of),Asia and the Pacific,North-East Asia,0.6635823199130284
2024-11-01,Nov,67674,56503,51830,1436746,662951,63955950,0.46142533196542745,96.47,44.51,2.16,KR,Korea (Rep. of),Asia and the Pacific,North-East Asia,0.3848852329384834
2024-12-01,Dec,66849,56810,52116,1391648,662298,64902852,0.4759091379429281,98,46.64,2.1,KR,Korea (Rep. of),Asia and the Pacific,North-East Asia,0.46768553129165563
2024-01-01,Jan,507,333,295,8305,4102,225042,0.4939193257074051,54.86,27.1,3.02,LA,Lao PDR,Asia and the Pacific,South-East Asia,0.7287600723108969
2024-02-01,Feb,546,355,329,8358,4727,277432,0.5655659248624073,58.69,33.19,2.82,LA,Lao PDR,Asia and the Pacific,South-East Asia,1
2024-03-01,Mar,567,369,293,8656,3414,187516,0.3944085027726433,54.93,21.66,3.01,LA,Lao PDR,Asia and the Pacific,South-East Asia,0.3520316757722949
2024-04-01,Apr,563,331,288,7825,3051,157705,0.3899041533546326,51.69,20.15,3,LA,Lao PDR,Asia and the Pacific,South-East Asia,0.3349790951217536
2024-05-01,May,575,333,273,7740,2333,113906,0.30142118863049094,48.82,14.72,2.94,LA,Lao PDR,Asia and the Pacific,South-East Asia,0
2024-06-01,Jun,579,294,239,6604,2364,118323,0.3579648697758934,50.05,17.92,3.28,LA,Lao PDR,Asia and the Pacific,South-East Asia,0.21406325165517479
2024-07-01,Jul,611,298,267,7118,2757,131552,0.38732790109581344,47.72,18.48,3.44,LA,Lao PDR,Asia and the Pacific,South-East Asia,0.3252259109562467
2024-08-01,Aug,642,314,277,7452,2696,125722,0.36178207192699946,46.63,16.87,3.42,LA,Lao PDR,Asia and the Pacific,South-East Asia,0.22851442795177368
2024-09-01,Sep,665,333,291,7408,2800,131611,0.3779697624190065,47,17.77,3.3,LA,Lao PDR,Asia and the Pacific,South-East Asia,0.2897978391714256
2024-10-01,Oct,713,390,356,9199,3821,202862,0.41537123600391346,53.09,22.05,3.03,LA,Lao PDR,Asia and the Pacific,South-East Asia,0.4313924592969195
2024-11-01,Nov,756,455,420,10161,5270,268116,0.5186497391988978,50.88,26.39,3.21,LA,Lao PDR,Asia and the Pacific,South-East Asia,0.8223845519968356
2024-12-01,Dec,786,522,492,12661,7099,388498,0.5606982070926467,54.73,30.68,3.06,LA,Lao PDR,Asia and the Pacific,South-East Asia,0.9815717782636911
2024-01-01,Jan,98,88,80,2197,831,128238,0.3782430587164315,154.32,58.37,3.43,LI,Liechtenstein,Europe,Western Europe,0
2024-02-01,Feb,91,80,72,1704,977,152677,0.5733568075117371,156.27,89.6,3.67,LI,Liechtenstein,Europe,Western Europe,0.5206738669704627
2024-03-01,Mar,94,85,80,1941,895,135555,0.4611025244719217,151.46,69.84,3.71,LI,Liechtenstein,Europe,Western Europe,0.22111593220054881
2024-04-01,Apr,99,93,84,2102,968,140211,0.4605137963843958,144.85,66.7,3.17,LI,Liechtenstein,Europe,Western Europe,0.21954487259137795
2024-05-01,May,100,94,86,2111,1199,162247,0.5679772619611558,135.32,76.86,3.18,LI,Liechtenstein,Europe,Western Europe,0.5063181959751634
2024-06-01,Jun,98,91,88,2179,1402,193409,0.643414410279945,137.95,88.76,2.99,LI,Liechtenstein,Europe,Western Europe,0.7076271860944352
2024-07-01,Jul,99,96,92,2116,1464,221676,0.6918714555765595,151.42,104.76,3.07,LI,Liechtenstein,Europe,Western Europe,0.8369379974151707
2024-08-01,Aug,100,96,94,2352,1771,252442,0.7529761904761905,142.54,107.33,3.08,LI,Liechtenstein,Europe,Western Europe,1
2024-09-01,Sep,106,99,94,2414,1346,180796,0.5575807787903894,134.32,74.89,2.9,LI,Liechtenstein,Europe,Western Europe,0.4785744970875196
2024-10-01,Oct,104,97,94,2347,1239,167553,0.527907967618236,135.23,71.39,3.15,LI,Liechtenstein,Europe,Western Europe,0.39939064955098375
2024-11-01,Nov,97,89,72,1876,810,105426,0.43176972281449894,130.16,56.2,3.43,LI,Liechtenstein,Europe,Western Europe,0.14283942240896738
2024-12-01,Dec,96,85,82,1844,1054,145004,0.571583514099783,137.57,78.64,3.47,LI,Liechtenstein,Europe,Western Europe,0.5159417169104277
2024-01-01,Jan,17337,6672,5701,155182,61586,5671530,0.396863038238971,92.09,36.55,3.48,LK,Sri Lanka,Asia and the Pacific,South Asia,0.5440983129409632
2024-02-01,Feb,17848,6621,5621,134485,57048,5122911,0.4241960069896271,89.8,38.09,3.31,LK,Sri Lanka,Asia and the Pacific,South Asia,0.6457960853904512
2024-03-01,Mar,18388,6609,5357,146695,52644,4975751,0.3588670370496609,94.52,33.92,3.12,LK,Sri Lanka,Asia and the Pacific,South Asia,0.40272659740610467
2024-04-01,Apr,18977,6327,4859,134620,44186,4707530,0.32822760362501857,106.54,34.97,3.04,LK,Sri Lanka,Asia and the Pacific,South Asia,0.28872646237409455
2024-05-01,May,19192,5854,4105,118315,29653,2594135,0.2506275620166505,87.48,21.93,2.87,LK,Sri Lanka,Asia and the Pacific,South Asia,0
2024-06-01,Jun,18863,5276,4025,108651,29562,2816169,0.27208217135599305,95.26,25.92,2.98,LK,Sri Lanka,Asia and the Pacific,South Asia,0.07982616153002936
2024-07-01,Jul,19298,5807,5137,123327,47228,4107466,0.3829493946986467,86.97,33.31,3.07,LK,Sri Lanka,Asia and the Pacific,South Asia,0.4923298216506337
2024-08-01,Aug,19678,6452,5433,143116,51678,4737228,0.36109170183627265,91.67,33.1,2.57,LK,Sri Lanka,Asia and the Pacific,South Asia,0.41100390732106956
2024-09-01,Sep,20050,6256,4569,132588,35606,2888396,0.26854617310767187,81.12,21.78,2.7,LK,Sri Lanka,Asia and the Pacific,South Asia,0.06666977341426994
2024-10-01,Oct,20484,5820,4487,123667,36029,3416351,0.29133883736162436,94.82,27.63,2.99,LK,Sri Lanka,Asia and the Pacific,South Asia,0.15147443565061763
2024-11-01,Nov,21150,6351,5678,132945,50959,4670875,0.38330888713377714,91.66,35.13,3.07,LK,Sri Lanka,Asia and the Pacific,South Asia,0.4936673850964022
2024-12-01,Dec,21884,9154,8691,174382,90573,8908896,0.5193942035301808,98.36,51.09,3.21,LK,Sri Lanka,Asia and the Pacific,South Asia,1
2024-01-01,Jan,5322,3708,3159,91597,28675,2202957,0.3130561044575696,76.83,24.05,3.01,LT,Lithuania,Europe,Northern Europe,0
2024-02-01,Feb,5330,3245,2937,70262,26246,1926287,0.373544732572372,73.39,27.42,2.79,LT,Lithuania,Europe,Northern Europe,0.18562082012945197
2024-03-01,Mar,5451,3466,3140,81001,32072,2376737,0.3959457290650733,74.11,29.34,2.82,LT,Lithuania,Europe,Northern Europe,0.25436252365760087
2024-04-01,Apr,5728,3720,3289,83882,35537,2687840,0.4236546577334827,75.63,32.04,2.91,LT,Lithuania,Europe,Northern Europe,0.3393926231099637
2024-05-01,May,6248,4560,4349,103511,50815,4178229,0.4909140091391253,82.22,40.37,2.8,LT,Lithuania,Europe,Northern Europe,0.5457906909516644
2024-06-01,Jun,6708,5752,5553,123930,68813,6410338,0.5552569999193093,93.16,51.73,2.92,LT,Lithuania,Europe,Northern Europe,0.7432393534594659
2024-07-01,Jul,7109,6251,6043,148746,95038,9725085,0.6389281056297312,102.33,65.38,3.08,LT,Lithuania,Europe,Northern Europe,1
2024-08-01,Aug,7181,6489,6210,155792,98018,10060802,0.6291593920098593,102.64,64.58,2.89,LT,Lithuania,Europe,Northern Europe,0.9700228507366883
2024-09-01,Sep,6935,6038,4754,137850,55935,4752924,0.4057671381936888,84.97,34.48,2.92,LT,Lithuania,Europe,Northern Europe,0.2845013790771764
2024-10-01,Oct,6446,4616,3702,108207,43049,3447813,0.397839326476106,80.09,31.86,2.88,LT,Lithuania,Europe,Northern Europe,0.2601733862178129
2024-11-01,Nov,6227,3996,3555,93194,36689,2820337,0.3936841427559714,76.87,30.26,2.79,LT,Lithuania,Europe,Northern Europe,0.24742241741660145
2024-12-01,Dec,6342,4399,4211,95439,45252,3741246,0.47414578945714014,82.68,39.2,2.84,LT,Lithuania,Europe,Northern Europe,0.4943342306799324
2024-01-01,Jan,1578,1301,1154,29034,12624,1637262,0.4348005786319488,129.69,56.39,4.23,LU,Luxembourg,Europe,Western Europe,0
2024-02-01,Feb,1491,1110,988,22988,12315,1626544,0.5357142857142857,132.08,70.76,3.68,LU,Luxembourg,Europe,Western Europe,0.4914769753874345
2024-03-01,Mar,1537,1227,1147,26366,15192,2084685,0.5761966168550405,137.22,79.07,3.67,LU,Luxembourg,Europe,Western Europe,0.688636848321814
2024-04-01,Apr,1632,1331,1209,28146,16245,2251171,0.5771690471114901,138.58,79.98,3.57,LU,Luxembourg,Europe,Western Europe,0.6933728459878705
2024-05-01,May,1628,1398,1357,33255,21039,3140020,0.6326567433468652,149.25,94.42,3.07,LU,Luxembourg,Europe,Western Europe,0.963612894693327
2024-06-01,Jun,1742,1552,1454,34300,21762,3233246,0.6344606413994169,148.57,94.26,3.25,LU,Luxembourg,Europe,Western Europe,0.9723983648183325
2024-07-01,Jul,1735,1531,1404,35621,22802,3296342,0.6401280143735437,144.56,92.54,3.36,LU,Luxembourg,Europe,Western Europe,1
2024-08-01,Aug,1782,1505,1402,34964,22268,3282867,0.636883651756092,147.43,93.89,3.4,LU,Luxembourg,Europe,Western Europe,0.9841990788725633
2024-09-01,Sep,1753,1507,1390,33432,20915,2995315,0.6255982292414454,143.21,89.59,3.48,LU,Luxembourg,Europe,Western Europe,0.9292360269360977
2024-10-01,Oct,1693,1446,1353,33235,20706,3017246,0.6230179028132993,145.72,90.79,3.29,LU,Luxembourg,Europe,Western Europe,0.9166691411771315
2024-11-01,Nov,1679,1404,1301,31339,17740,2464552,0.5660678387951116,138.93,78.64,3.42,LU,Luxembourg,Europe,Western Europe,0.6393069668895244
2024-12-01,Dec,1758,1458,1388,33500,19313,2781279,0.5765074626865672,144.01,83.02,3.07,LU,Luxembourg,Europe,Western Europe,0.6901507513733178
2024-01-01,Jan,4251,3136,2711,76574,24825,1832206,0.32419620236633845,73.8,23.93,3.13,LV,Latvia,Europe,Northern Europe,0
2024-02-01,Feb,4053,2623,2382,57024,23498,1642767,0.41207210998877664,69.91,28.81,2.91,LV,Latvia,Europe,Northern Europe,0.2358627104419565
2024-03-01,Mar,4211,2835,2648,64609,28519,2094486,0.4414090916126237,73.44,32.42,2.95,LV,Latvia,Europe,Northern Europe,0.31460442918148074
2024-04-01,Apr,4391,2988,2734,70382,29533,2221668,0.4196101275894405,75.23,31.57,3.02,LV,Latvia,Europe,Northern Europe,0.256095073449696
2024-05-01,May,4859,3720,3521,85661,43114,3592891,0.5033095574415428,83.33,41.94,2.93,LV,Latvia,Europe,Northern Europe,0.48074793817097555
2024-06-01,Jun,5472,4635,4434,102516,57219,5180323,0.5581470209528269,90.54,50.53,2.94,LV,Latvia,Europe,Northern Europe,0.6279340455748978
2024-07-01,Jul,5706,5239,5049,119727,83422,7976391,0.6967684816290394,95.61,66.62,3.06,LV,Latvia,Europe,Northern Europe,1
2024-08-01,Aug,5758,5352,5197,124547,83974,7931513,0.6742354291954041,94.45,63.68,2.93,LV,Latvia,Europe,Northern Europe,0.93952031944452
2024-09-01,Sep,5305,4626,3702,106431,45117,3757743,0.42390844772669617,83.29,35.31,3.03,LV,Latvia,Europe,Northern Europe,0.2676319493164723
2024-10-01,Oct,4848,3488,2984,83649,36317,2932701,0.4341594041769776,80.75,35.06,2.88,LV,Latvia,Europe,Northern Europe,0.29514595672080063
2024-11-01,Nov,4523,3067,2663,73752,31109,2394798,0.4218055103590411,76.98,32.47,2.82,LV,Latvia,Europe,Northern Europe,0.2619875750978196
2024-12-01,Dec,4674,3493,3397,77594,40359,3386944,0.5201304224553445,83.92,43.65,2.92,LV,Latvia,Europe,Northern Europe,0.5258958623458206
2024-01-01,Jan,57687,24439,20346,584870,202641,21123543,0.3464718655427702,104.24,36.12,3.43,MA,Morocco,Africa,North Africa,0
2024-02-01,Feb,58137,22020,18835,457323,211852,22632704,0.46324370302827544,106.83,49.49,3.45,MA,Morocco,Africa,North Africa,0.46693237331915766
2024-03-01,Mar,59368,22486,18550,527294,216597,24851309,0.4107708413143332,114.74,47.13,3.32,MA,Morocco,Africa,North Africa,0.25711056711541164
2024-04-01,Apr,61020,24054,21859,517985,267179,32482839,0.5158045117136597,121.58,62.71,3.4,MA,Morocco,Africa,North Africa,0.6771058506876806
2024-05-01,May,63529,28198,25466,671548,324209,40442408,0.4827785951264839,124.74,60.22,3.25,MA,Morocco,Africa,North Africa,0.5450460154983551
2024-06-01,Jun,66307,32835,28786,699137,300311,37472550,0.4295452822551231,124.78,53.6,3.33,MA,Morocco,Africa,North Africa,0.33218341391643547
2024-07-01,Jul,69427,39394,34790,822870,435196,51997852,0.5288757640939639,119.48,63.19,3.88,MA,Morocco,Africa,North Africa,0.7293735123740587
2024-08-01,Aug,71303,44143,40902,1016557,606432,73142566,0.596554841489459,120.61,71.95,3.74,MA,Morocco,Africa,North Africa,1
2024-09-01,Sep,74884,44857,30397,970109,360706,40614790,0.3718200738267555,112.6,41.87,3.29,MA,Morocco,Africa,North Africa,0.10135919163641469
2024-10-01,Oct,72165,34314,28333,787269,376031,45886508,0.4776397902114779,122.03,58.29,3.22,MA,Morocco,Africa,North Africa,0.5244976159299595
2024-11-01,Nov,73785,31229,26082,748095,327859,35236363,0.4382585099486028,107.47,47.1,3.11,MA,Morocco,Africa,North Africa,0.36702476071541607
2024-12-01,Dec,76130,34774,31774,741747,373130,40544539,0.5030421424016545,108.66,54.66,3.41,MA,Morocco,Africa,North Africa,0.6260733113327193
2024-01-01,Jan,208,114,101,2829,878,198263,0.3103570166136444,225.81,70.08,3.18,MC,Monaco,Europe,Western Europe,0
2024-02-01,Feb,212,101,89,2186,807,184165,0.36916742909423605,228.21,84.25,3.32,MC,Monaco,Europe,Western Europe,0.19627753469586282
2024-03-01,Mar,237,173,166,3072,1589,453567,0.5172526041666666,285.44,147.65,3.46,MC,Monaco,Europe,Western Europe,0.6905062241785981
2024-04-01,Apr,250,188,170,4126,1976,664600,0.4789142026175473,336.34,161.08,3.64,MC,Monaco,Europe,Western Europe,0.5625532542393965
2024-05-01,May,316,235,232,4743,2525,1011172,0.5323634830276196,400.46,213.19,3.13,MC,Monaco,Europe,Western Europe,0.740938212746855
2024-06-01,Jun,284,226,176,5144,2121,810103,0.4123250388802489,381.94,157.49,3.18,MC,Monaco,Europe,Western Europe,0.3403144304574792
2024-07-01,Jul,267,201,185,4246,2590,949789,0.6099858690532266,366.71,223.69,3.11,MC,Monaco,Europe,Western Europe,1
2024-08-01,Aug,262,198,182,4404,2509,1052734,0.5697093551316984,419.58,239.04,3.03,MC,Monaco,Europe,Western Europe,0.8655786530783125
2024-09-01,Sep,283,228,222,4675,2813,1080279,0.601711229946524,384.03,231.08,3.07,MC,Monaco,Europe,Western Europe,0.972383703907917
2024-10-01,Oct,258,207,151,4761,1640,525202,0.3444654484352027,320.25,110.31,3.18,MC,Monaco,Europe,Western Europe,0.11383560542934033
2024-11-01,Nov,244,147,116,3041,1029,247092,0.33837553436369616,240.13,81.25,3.19,MC,Monaco,Europe,Western Europe,0.09351074678531326
2024-12-01,Dec,250,156,142,2558,1105,260950,0.4319781078967944,236.15,102.01,3.07,MC,Monaco,Europe,Western Europe,0.40590580744447485
2024-01-01,Jan,14405,4664,3996,110326,26491,2065235,0.24011565723401557,77.96,18.72,3.74,ME,Montenegro,Europe,Southern/Mediterranean Europe,0
2024-02-01,Feb,14647,3461,2723,62938,23174,1579047,0.3682036289681909,68.14,25.09,3.46,ME,Montenegro,Europe,Southern/Mediterranean Europe,0.2717837269570245
2024-03-01,Mar,14976,3808,3159,75027,28779,2018038,0.3835819105122156,70.12,26.9,3.68,ME,Montenegro,Europe,Southern/Mediterranean Europe,0.30441416536308674
2024-04-01,Apr,16209,5755,5392,110148,54549,4554952,0.4952336855866652,83.5,41.35,3.52,ME,Montenegro,Europe,Southern/Mediterranean Europe,0.5413227145442501
2024-05-01,May,18197,8669,8185,195535,89608,8760836,0.45827089779323393,97.77,44.8,3.34,ME,Montenegro,Europe,Southern/Mediterranean Europe,0.46289314704302614
2024-06-01,Jun,19883,12055,11347,252160,142549,15854120,0.5653117068527919,111.22,62.87,3.69,ME,Montenegro,Europe,Southern/Mediterranean Europe,0.6900179084771227
2024-07-01,Jul,20258,15748,15277,347078,246912,30521120,0.7114020479546385,123.61,87.94,4.01,ME,Montenegro,Europe,Southern/Mediterranean Europe,1
2024-08-01,Aug,20736,16973,16320,411202,278529,34183318,0.6773532229901605,122.73,83.13,3.82,ME,Montenegro,Europe,Southern/Mediterranean Europe,0.927753430536334
2024-09-01,Sep,21161,16242,11358,357863,147442,16255458,0.4120068294291391,110.25,45.42,3.46,ME,Montenegro,Europe,Southern/Mediterranean Europe,0.36472763818257603
2024-10-01,Oct,18991,10028,6546,209184,68565,6410865,0.32777363469481413,93.5,30.65,3.32,ME,Montenegro,Europe,Southern/Mediterranean Europe,0.18599726023652982
2024-11-01,Nov,16916,5642,3612,110172,29762,2210392,0.27014123370729404,74.27,20.06,3.65,ME,Montenegro,Europe,Southern/Mediterranean Europe,0.06370983135619025
2024-12-01,Dec,16520,5718,5261,83834,34223,2692917,0.4082233938497507,78.69,32.12,3.43,ME,Montenegro,Europe,Southern/Mediterranean Europe,0.3566997475965498
2024-01-01,Jan,3255,2022,1758,51692,11526,519252,0.22297454151512808,45.05,10.05,3.14,MK,North Macedonia,Europe,Southern/Mediterranean Europe,0
2024-02-01,Feb,3221,1347,1066,27703,9445,399513,0.3409378045699022,42.3,14.42,3.06,MK,North Macedonia,Europe,Southern/Mediterranean Europe,0.35421969784276014
2024-03-01,Mar,3461,1516,1314,32248,12490,524483,0.3873108409823865,41.99,16.26,3.14,MK,North Macedonia,Europe,Southern/Mediterranean Europe,0.493468498873758
2024-04-01,Apr,3714,1803,1599,36794,15182,675746,0.4126216230907213,44.51,18.37,3.14,MK,North Macedonia,Europe,Southern/Mediterranean Europe,0.5694716320391681
2024-05-01,May,3757,2178,2055,52254,21718,1032193,0.4156236843112489,47.53,19.75,2.91,MK,North Macedonia,Europe,Southern/Mediterranean Europe,0.5784862115862512
2024-06-01,Jun,3989,2521,2288,53906,25542,1233445,0.4738248061440285,48.29,22.88,2.81,MK,North Macedonia,Europe,Southern/Mediterranean Europe,0.753252348566916
2024-07-01,Jul,4235,2988,2796,64040,35550,1867954,0.5551217988757027,52.54,29.17,3.17,MK,North Macedonia,Europe,Southern/Mediterranean Europe,0.9973706906270821
2024-08-01,Aug,4315,3206,3058,75941,42223,2268265,0.5559974190489986,53.72,29.87,2.98,MK,North Macedonia,Europe,Southern/Mediterranean Europe,1
2024-09-01,Sep,4425,3094,2427,67766,27418,1370116,0.40459817607649856,49.97,20.22,2.94,MK,North Macedonia,Europe,Southern/Mediterranean Europe,0.5453788517664172
2024-10-01,Oct,4332,2552,2006,56825,22002,1015818,0.3871887373515178,46.17,17.88,2.95,MK,North Macedonia,Europe,Southern/Mediterranean Europe,0.49310184649307803
2024-11-01,Nov,4235,2085,1652,45697,15676,670135,0.34304221283672887,42.75,14.66,2.8,MK,North Macedonia,Europe,Southern/Mediterranean Europe,0.36053880805648003
2024-12-01,Dec,4251,2648,2504,44570,18579,872067,0.4168498990352255,46.94,19.57,2.98,MK,North Macedonia,Europe,Southern/Mediterranean Europe,0.5821682851214302
2024-01-01,Jan,909,227,179,4663,1587,70750,0.34033883765816,44.58,15.17,3.82,MN,Mongolia,Asia and the Pacific,North-East Asia,0.30662607723419905
2024-02-01,Feb,940,216,167,3718,1317,59284,0.3542227003765465,45.01,15.95,3.99,MN,Mongolia,Asia and the Pacific,North-East Asia,0.39667289971695024
2024-03-01,Mar,953,234,186,4448,1579,73051,0.3549910071942446,46.26,16.42,3.93,MN,Mongolia,Asia and the Pacific,North-East Asia,0.40165592130314937
2024-04-01,Apr,1014,265,213,4372,1769,77801,0.4046203110704483,43.98,17.8,4.03,MN,Mongolia,Asia and the Pacific,North-East Asia,0.7235376055814547
2024-05-01,May,1086,357,322,6706,2785,133862,0.4152997315836564,48.07,19.96,3.46,MN,Mongolia,Asia and the Pacific,North-East Asia,0.7928013186184598
2024-06-01,Jun,1198,485,418,9479,4080,215808,0.43042515033231354,52.89,22.77,3.47,MN,Mongolia,Asia and the Pacific,North-East Asia,0.8909005237650146
2024-07-01,Jul,1297,645,581,12966,5799,295099,0.44724664507172607,50.89,22.76,3.32,MN,Mongolia,Asia and the Pacific,North-East Asia,1
2024-08-01,Aug,1345,675,540,13353,5941,309220,0.44491874485134425,52.05,23.16,2.98,MN,Mongolia,Asia and the Pacific,North-East Asia,0.9849018949442163
2024-09-01,Sep,1326,615,483,11954,4706,231428,0.3936757570687636,49.18,19.36,3.17,MN,Mongolia,Asia and the Pacific,North-East Asia,0.6525543114267632
2024-10-01,Oct,1297,509,363,9916,2906,138712,0.29306171843485274,47.73,13.99,3.64,MN,Mongolia,Asia and the Pacific,North-East Asia,0
2024-11-01,Nov,1280,355,254,6052,2143,96468,0.35409781890284203,45.02,15.94,4.17,MN,Mongolia,Asia and the Pacific,North-East Asia,0.39586295365783514
2024-12-01,Dec,1249,335,244,5686,2046,101731,0.35983116426310235,49.72,17.89,3.88,MN,Mongolia,Asia and the Pacific,North-East Asia,0.4330478165709468
2024-01-01,Jan,9656,6544,5696,154445,56789,6213927,0.3676972384991421,109.42,40.23,4.54,MT,Malta,Europe,Southern/Mediterranean Europe,0
2024-02-01,Feb,9764,6301,5662,126369,67344,7270697,0.5329155093416899,107.96,57.54,4.31,MT,Malta,Europe,Southern/Mediterranean Europe,0.37623855812088886
2024-03-01,Mar,10333,7310,6714,159647,93273,10666631,0.5842452410630955,114.36,66.81,4.46,MT,Malta,Europe,Southern/Mediterranean Europe,0.49312771422395796
2024-04-01,Apr,10374,8116,7809,186490,124669,15700180,0.6685023325647488,125.93,84.19,4.32,MT,Malta,Europe,Southern/Mediterranean Europe,0.6849997538983866
2024-05-01,May,10839,9097,8771,220795,157029,21489358,0.7111981702484205,136.85,97.33,4.33,MT,Malta,Europe,Southern/Mediterranean Europe,0.7822276229830165
2024-06-01,Jun,11758,10259,9853,244750,173336,26507348,0.7082165474974463,152.92,108.3,4.5,MT,Malta,Europe,Southern/Mediterranean Europe,0.7754378082793145
2024-07-01,Jul,12169,11087,10648,269436,207551,34130514,0.7703165130123666,164.44,126.67,4.91,MT,Malta,Europe,Southern/Mediterranean Europe,0.9168531697011556
2024-08-01,Aug,12438,11550,11371,288889,233084,39967669,0.8068289204504152,171.47,138.35,4.87,MT,Malta,Europe,Southern/Mediterranean Europe,1
2024-09-01,Sep,12659,11710,10635,278612,191443,28983223,0.6871312075574634,151.39,104.03,4.61,MT,Malta,Europe,Southern/Mediterranean Europe,0.7274218239934833
2024-10-01,Oct,12070,10610,9908,254992,174382,23925814,0.6838724352136537,137.2,93.83,4.5,MT,Malta,Europe,Southern/Mediterranean Europe,0.7200008783460881
2024-11-01,Nov,11999,9688,8108,221386,106464,12234622,0.4808976177355389,114.92,55.26,4.39,MT,Malta,Europe,Southern/Mediterranean Europe,0.2577823097012566
2024-12-01,Dec,11809,8672,7693,180309,86029,9540577,0.47711983317527135,110.9,52.91,4.37,MT,Malta,Europe,Southern/Mediterranean Europe,0.2491794584028009
2024-01-01,Jan,1166,522,445,13583,4841,706171,0.356401384083045,145.87,51.99,3.35,MV,Maldives,Asia and the Pacific,South Asia,0.27044125468754426
2024-02-01,Feb,1232,492,378,9661,4337,513963,0.4489183314356692,118.51,53.2,3.15,MV,Maldives,Asia and the Pacific,South Asia,0.6521022761136048
2024-03-01,Mar,1292,436,323,9977,3532,397224,0.35401423273529115,112.46,39.81,2.95,MV,Maldives,Asia and the Pacific,South Asia,0.26059351708105166
2024-04-01,Apr,1333,373,269,7507,2475,282267,0.32969228719861465,114.05,37.6,2.98,MV,Maldives,Asia and the Pacific,South Asia,0.1602579694627735
2024-05-01,May,1337,330,232,7351,2138,228293,0.290844783022718,106.78,31.06,2.61,MV,Maldives,Asia and the Pacific,South Asia,0
2024-06-01,Jun,1380,327,264,6538,2383,264283,0.3644845518507189,110.9,40.42,2.65,MV,Maldives,Asia and the Pacific,South Asia,0.3037868216873953
2024-07-01,Jul,1408,354,271,7546,2415,260460,0.3200371057513915,107.85,34.52,2.48,MV,Maldives,Asia and the Pacific,South Asia,0.12042735984315532
