date,month,total_listings,active_listings,booked_listings,available_listing_nights,demand_nights,revenue,occupancy,adr,rev_par,avg_stay_length,ISO2,country,world_region,world_subregion,occ_norm
2024-08-01,Aug,1438,372,307,8228,2869,330712,0.34868740884783667,115.27,40.19,2.49,MV,Maldives,Asia and the Pacific,South Asia,0.2386187210678005
2024-09-01,Sep,1476,360,280,7474,2429,260509,0.324993310141825,107.25,34.86,2.47,MV,Maldives,Asia and the Pacific,South Asia,0.14087323580617708
2024-10-01,Oct,1531,397,307,8244,2812,321863,0.3410965550703542,114.46,39.04,3.16,MV,Maldives,Asia and the Pacific,South Asia,0.20730410154012047
2024-11-01,Nov,1584,457,395,9983,3947,454130,0.3953721326254633,115.06,45.49,2.6,MV,Maldives,Asia and the Pacific,South Asia,0.43120764527917715
2024-12-01,Dec,1657,734,671,12932,6896,1171779,0.5332508506031549,169.92,90.61,3.67,MV,Maldives,Asia and the Pacific,South Asia,1
2024-01-01,Jan,244628,184080,161260,4556955,1826131,299217332,0.400734920577447,163.85,65.66,3.7,MX,Mexico,Americas,North America,0.18958493168456458
2024-02-01,Feb,234534,162789,146375,3628704,1794517,287764794,0.49453386112507386,160.36,79.3,3.51,MX,Mexico,Americas,North America,0.7931246730172977
2024-03-01,Mar,247595,184146,170761,4187470,2205479,382627959,0.5266853255068096,173.49,91.37,3.38,MX,Mexico,Americas,North America,1
2024-04-01,Apr,256943,188554,158424,4631053,1719374,279574092,0.3712706375850158,162.6,60.37,3.23,MX,Mexico,Americas,North America,0
2024-05-01,May,255381,173503,148425,4174391,1678032,256344789,0.4019824688200027,152.77,61.41,3.09,MX,Mexico,Americas,North America,0.19761215394545872
2024-06-01,Jun,253968,165688,147075,3996472,1716760,267994290,0.4295688797519412,156.1,67.06,3.19,MX,Mexico,Americas,North America,0.3751141088817916
2024-07-01,Jul,253968,173265,158095,4287284,2131605,322664777,0.49719239499879175,151.37,75.26,3.27,MX,Mexico,Americas,North America,0.8102307387905385
2024-08-01,Aug,256243,171836,149933,4447840,1895381,268281670,0.426135157739487,141.54,60.32,3.07,MX,Mexico,Americas,North America,0.3530201738852354
2024-09-01,Sep,255397,164342,144020,4040763,1598741,201671671,0.39565324667643215,126.14,49.91,3.04,MX,Mexico,Americas,North America,0.15688741789763103
2024-10-01,Oct,258687,165981,144762,4069188,1681524,224074476,0.4132333035485212,133.26,55.07,3.18,MX,Mexico,Americas,North America,0.27000450552409483
2024-11-01,Nov,258977,176667,164049,4287498,2035060,291819807,0.47464978409319375,143.4,68.06,3.13,MX,Mexico,Americas,North America,0.6651826020472362
2024-12-01,Dec,261636,204901,188873,4592845,2366379,383283647,0.5152316265843938,161.97,83.45,3.44,MX,Mexico,Americas,North America,0.9263023394019272
2024-01-01,Jan,15416,3789,2652,88181,21031,1949888,0.23849808915752824,92.71,22.11,4.42,NG,Nigeria,Africa,Sub-Saharan Africa,0
2024-02-01,Feb,15933,2681,1677,46902,13638,1113832,0.2907765127286683,81.67,23.75,4.12,NG,Nigeria,Africa,Sub-Saharan Africa,0.1647407074241819
2024-03-01,Mar,16111,2264,1732,45490,14399,1161981,0.31653110573752474,80.7,25.54,4.35,NG,Nigeria,Africa,Sub-Saharan Africa,0.24589904353826336
2024-04-01,Apr,16477,2325,1850,47371,16479,1383963,0.3478710603533808,83.98,29.22,4.37,NG,Nigeria,Africa,Sub-Saharan Africa,0.3446580714770488
2024-05-01,May,16234,2395,1860,49557,16405,1339799,0.33103295195431526,81.67,27.04,4.05,NG,Nigeria,Africa,Sub-Saharan Africa,0.2915975218303598
2024-06-01,Jun,16209,2563,2115,52025,18467,1477450,0.354963959634791,80,28.4,3.73,NG,Nigeria,Africa,Sub-Saharan Africa,0.3670093431009515
2024-07-01,Jul,16312,2652,2066,57009,19424,1531974,0.34071813222473646,78.87,26.87,3.89,NG,Nigeria,Africa,Sub-Saharan Africa,0.3221176358714558
2024-08-01,Aug,16017,2580,2099,55870,20797,1615502,0.3722391265437623,77.68,28.92,3.87,NG,Nigeria,Africa,Sub-Saharan Africa,0.42144715937484967
2024-09-01,Sep,15853,2768,2167,57964,17302,1224049,0.29849561796977436,70.75,21.12,3.57,NG,Nigeria,Africa,Sub-Saharan Africa,0.1890652905166899
2024-10-01,Oct,16869,2851,2199,57511,20252,1467212,0.3521413294847942,72.45,25.51,3.71,NG,Nigeria,Africa,Sub-Saharan Africa,0.3581146202699441
2024-11-01,Nov,17580,3023,2545,63218,23784,1849466,0.37622196209940206,77.76,29.26,3.74,NG,Nigeria,Africa,Sub-Saharan Africa,0.4339979423206556
2024-12-01,Dec,18181,4891,4451,88841,49381,4725157,0.5558357064868698,95.69,53.19,4.69,NG,Nigeria,Africa,Sub-Saharan Africa,1
2024-01-01,Jan,38430,32020,28704,761116,288506,50626181,0.3790565432864373,175.48,66.52,3.44,NL,Netherlands,Europe,Western Europe,0
2024-02-01,Feb,38447,28136,25394,583409,298209,53968187,0.5111491252277561,180.97,92.5,3.31,NL,Netherlands,Europe,Western Europe,0.3311081851032286
2024-03-01,Mar,39872,33225,32126,718838,429221,82030497,0.5971039371875165,191.11,114.12,3.43,NL,Netherlands,Europe,Western Europe,0.5465657177717085
2024-04-01,Apr,44234,39272,37786,918300,548359,106535609,0.5971458129151693,194.28,116.01,3.46,NL,Netherlands,Europe,Western Europe,0.5466706850301208
2024-05-01,May,47246,44031,42817,1043473,702795,141327567,0.6735152706394895,201.09,135.44,3.4,NL,Netherlands,Europe,Western Europe,0.73810121180755
2024-06-01,Jun,48947,45827,43665,1033356,670546,132953812,0.6489012499080665,198.28,128.66,3.5,NL,Netherlands,Europe,Western Europe,0.6764027908008713
2024-07-01,Jul,51372,48452,46598,1107366,797517,160663331,0.7201927817903024,201.45,145.09,3.97,NL,Netherlands,Europe,Western Europe,0.8551047995574458
2024-08-01,Aug,52800,50049,47890,1120122,871452,180112421,0.7779973967121439,206.68,160.8,3.94,NL,Netherlands,Europe,Western Europe,1
2024-09-01,Sep,49301,46321,43451,1053466,686353,136892181,0.651518890975124,199.45,129.94,3.58,NL,Netherlands,Europe,Western Europe,0.6829642673821235
2024-10-01,Oct,47568,43539,40682,1037088,655706,132035316,0.6322568576629949,201.36,127.31,3.39,NL,Netherlands,Europe,Western Europe,0.6346813373519548
2024-11-01,Nov,44596,39197,34758,915480,433371,84549175,0.4733811770874295,195.1,92.36,3.15,NL,Netherlands,Europe,Western Europe,0.23643763979303256
2024-12-01,Dec,43688,38910,37115,817569,447631,88067657,0.5475146440239295,196.74,107.72,3.33,NL,Netherlands,Europe,Western Europe,0.42226334879203736
2024-01-01,Jan,41599,26656,21911,572384,214618,33527288,0.37495457594901327,156.22,58.57,3.76,NO,Norway,Europe,Northern Europe,0.12165761082419185
2024-02-01,Feb,42750,25963,23633,488297,261501,45214422,0.5355367737258268,172.9,92.6,3.81,NO,Norway,Europe,Northern Europe,0.7259442138113131
2024-03-01,Mar,45438,29447,26592,615160,308695,51950945,0.5018125365758502,168.29,84.45,3.72,NO,Norway,Europe,Northern Europe,0.5990365927435317
2024-04-01,Apr,45860,29013,23142,628345,215287,32245586,0.3426254684926275,149.78,51.32,3.57,NO,Norway,Europe,Northern Europe,0
2024-05-01,May,48362,32777,30001,666521,322269,47558076,0.48350914674856454,147.57,71.35,3.41,NO,Norway,Europe,Northern Europe,0.5301591367427612
2024-06-01,Jun,54509,41106,38077,824302,451193,69351798,0.5473637089319205,153.71,84.13,3.37,NO,Norway,Europe,Northern Europe,0.7704501341336414
2024-07-01,Jul,60233,49133,46121,1052901,640547,104249815,0.6083639392497491,162.75,99.01,3.51,NO,Norway,Europe,Northern Europe,1
2024-08-01,Aug,58546,49624,46070,1055887,603805,96901392,0.5718462297575403,160.48,91.77,3.29,NO,Norway,Europe,Northern Europe,0.862580267779199
2024-09-01,Sep,55955,43336,33329,875580,368840,55684036,0.42125219854268026,150.97,63.6,3.37,NO,Norway,Europe,Northern Europe,0.29588011786940577
2024-10-01,Oct,52508,35077,29055,738011,306521,45854704,0.4153339177871333,149.6,62.13,3.43,NO,Norway,Europe,Northern Europe,0.27360904534202557
2024-11-01,Nov,50209,29893,23817,594210,253645,37706363,0.42686087410174856,148.66,63.46,3.37,NO,Norway,Europe,Northern Europe,0.3169861155937416
2024-12-01,Dec,51365,33592,30815,627519,346205,60257605,0.5517044105437445,174.05,96.03,3.88,NO,Norway,Europe,Northern Europe,0.786784621193256
2024-01-01,Jan,3164,825,627,17731,5717,201541,0.32242964299813887,35.25,11.37,4.76,NP,Nepal,Asia and the Pacific,South Asia,0
2024-02-01,Feb,3284,764,642,14822,6018,226785,0.4060180812306032,37.68,15.3,4.04,NP,Nepal,Asia and the Pacific,South Asia,0.7997571593668101
2024-03-01,Mar,3407,825,699,17661,7111,284248,0.40263858218673915,39.97,16.09,4.15,NP,Nepal,Asia and the Pacific,South Asia,0.76742280054212475
2024-04-01,Apr,3450,886,711,19228,7113,292549,0.36992926981485336,41.13,15.21,3.85,NP,Nepal,Asia and the Pacific,South Asia,0.454466759006453
2024-05-01,May,3461,878,671,18118,6258,238543,0.34540236229164367,38.12,13.17,3.89,NP,Nepal,Asia and the Pacific,South Asia,0.21979830121971242
2024-06-01,Jun,3461,814,640,17785,6262,246603,0.3520944616249649,39.38,13.87,4.4,NP,Nepal,Asia and the Pacific,South Asia,0.28382694520673274
2024-07-01,Jul,3543,760,572,16095,5578,211256,0.3465672569120845,37.87,13.13,4.4,NP,Nepal,Asia and the Pacific,South Asia,0.2309437757889886
2024-08-01,Aug,3630,760,592,14781,5520,204603,0.37345240511467426,37.07,13.84,4.46,NP,Nepal,Asia and the Pacific,South Asia,0.48817540028544953
2024-09-01,Sep,3702,863,728,17036,6574,233550,0.3858887062690772,35.53,13.71,4.23,NP,Nepal,Asia and the Pacific,South Asia,0.6071633978433773
2024-10-01,Oct,3708,982,847,20523,8379,299958,0.40827364420406376,35.8,14.62,3.85,NP,Nepal,Asia and the Pacific,South Asia,0.8213379266902889
2024-11-01,Nov,3770,1033,875,21457,9161,325673,0.42694691708999394,35.55,15.18,4.05,NP,Nepal,Asia and the Pacific,South Asia,1
2024-12-01,Dec,3783,1083,881,22393,7911,283248,0.3532800428705399,35.8,12.65,3.73,NP,Nepal,Asia and the Pacific,South Asia,0.29517034519373436
2024-01-01,Jan,48256,44899,43233,1037299,671155,120526976,0.6470217362592656,179.58,116.19,3.02,NZ,New Zealand,Asia and the Pacific,Oceania,0.9989822783706263
2024-02-01,Feb,47755,44356,41689,946699,612801,105083742,0.6473028914153284,171.48,111,2.81,NZ,New Zealand,Asia and the Pacific,Oceania,1
2024-03-01,Mar,49059,45524,43579,1038138,637660,108758943,0.6142343310812243,170.56,104.76,2.79,NZ,New Zealand,Asia and the Pacific,Oceania,0.8802988727805552
2024-04-01,Apr,47775,43435,38211,995838,470029,79358696,0.47199343668347665,168.84,79.69,2.89,NZ,New Zealand,Asia and the Pacific,Oceania,0.3654172080183664
2024-05-01,May,46064,38267,32125,873089,323954,49999138,0.3710435018652165,154.34,57.27,2.93,NZ,New Zealand,Asia and the Pacific,Oceania,0
2024-06-01,Jun,46941,36723,33785,797075,338621,55194669,0.4248295329799579,163,69.25,3,NZ,New Zealand,Asia and the Pacific,Oceania,0.19469394760602307
2024-07-01,Jul,46182,36254,32133,841701,389084,68902566,0.4622591632895767,177.09,81.86,3.24,NZ,New Zealand,Asia and the Pacific,Oceania,0.3301812169096038
2024-08-01,Aug,45023,34667,30909,782815,359445,63718381,0.4591697910745195,177.27,81.4,3.04,NZ,New Zealand,Asia and the Pacific,Oceania,0.31899834917038133
2024-09-01,Sep,46267,36791,34221,784531,365983,61744439,0.4664990930887371,168.71,78.7,2.98,NZ,New Zealand,Asia and the Pacific,Oceania,0.34552885742261985
2024-10-01,Oct,47640,40105,38074,908730,453236,75964714,0.4987576067698876,167.61,83.59,2.84,NZ,New Zealand,Asia and the Pacific,Oceania,0.46229778872911215
2024-11-01,Nov,49711,43312,40869,973073,528145,90348185,0.5427598957118325,171.07,92.85,2.7,NZ,New Zealand,Asia and the Pacific,Oceania,0.6215766788099255
2024-12-01,Dec,53194,49426,47424,1057557,656750,125547524,0.62100671642285,191.16,118.71,3.09,NZ,New Zealand,Asia and the Pacific,Oceania,0.904813461597444
2024-01-01,Jan,9674,7048,6395,168017,72018,9613464,0.42863519762881136,133.49,57.22,3.54,PA,Panama,Americas,Central America,0.5109464641638868
2024-02-01,Feb,9726,6984,6494,151790,74858,10356588,0.4931681928980829,138.35,68.23,3.47,PA,Panama,Americas,Central America,0.8275972916031227
2024-03-01,Mar,10136,7334,6212,159369,75186,10524193,0.47177305498559946,139.98,66.04,3.33,PA,Panama,Americas,Central America,0.7226155207292334
2024-04-01,Apr,10346,6670,5169,162432,52710,6873612,0.3245050236406619,130.4,42.32,3.29,PA,Panama,Americas,Central America,0
2024-05-01,May,10249,5740,4684,129964,48292,5867022,0.3715798221045828,121.49,45.14,3.26,PA,Panama,Americas,Central America,0.23098685909336195
2024-06-01,Jun,10288,5912,5331,129489,56804,7183670,0.4386781888809088,126.46,55.48,3.27,PA,Panama,Americas,Central America,0.5602254644128638
2024-07-01,Jul,10476,6214,5595,143490,65348,8325366,0.4554184960624434,127.4,58.02,3.41,PA,Panama,Americas,Central America,0.6423668883232457
2024-08-01,Aug,10805,6156,5421,142990,60652,7597976,0.4241695223442199,125.27,53.14,3.15,PA,Panama,Americas,Central America,0.48903426610085715
2024-09-01,Sep,10643,6068,5358,136974,55328,6529595,0.4039306729744331,118.02,47.67,3.22,PA,Panama,Americas,Central America,0.3897261776939854
2024-10-01,Oct,10759,6019,4902,137164,52987,6070130,0.38630398646875275,114.56,44.25,3.3,PA,Panama,Americas,Central America,0.30323546323471995
2024-11-01,Nov,10808,7012,6653,169647,70184,9179849,0.41370610738769326,130.8,54.11,3.26,PA,Panama,Americas,Central America,0.4376923286934996
2024-12-01,Dec,11123,8234,7707,162965,86095,12376551,0.5283036234774338,143.75,75.95,3.39,PA,Panama,Americas,Central America,1
2024-01-01,Jan,40672,24535,21708,583506,218407,15452246,0.3743012068427745,70.75,26.48,3.69,PE,Peru,Americas,South America,0.2621603359721992
2024-02-01,Feb,41580,23390,19855,485853,218858,15867958,0.4504613535369752,72.5,32.66,3.58,PE,Peru,Americas,South America,0.671453595812413
2024-03-01,Mar,44574,26052,22007,531845,215788,15468754,0.405734753546616,71.68,29.09,3.36,PE,Peru,Americas,South America,0.4310877784364683
2024-04-01,Apr,45292,23961,17218,564102,183626,10246273,0.3255191437009619,55.8,18.16,3.44,PE,Peru,Americas,South America,0
2024-05-01,May,45221,21323,18644,488802,209722,11321012,0.4290530726142692,53.98,23.16,3.28,PE,Peru,Americas,South America,0.5564030678556884
2024-06-01,Jun,45821,22567,19390,500492,221291,11288852,0.4421469274234154,51.01,22.56,3.31,PE,Peru,Americas,South America,0.6267709275740833
2024-07-01,Jul,45440,26095,24188,551251,282018,15998951,0.511596350845622,56.73,29.02,3.37,PE,Peru,Americas,South America,1
2024-08-01,Aug,46011,27140,22868,658197,273658,15119473,0.41576913902676554,55.25,22.97,3.21,PE,Peru,Americas,South America,0.4850137032400829
2024-09-01,Sep,46090,24154,19870,555090,224925,11393096,0.405204561422472,50.65,20.52,3.25,PE,Peru,Americas,South America,0.4282384658727228
2024-10-01,Oct,47002,24014,21537,569415,252321,13421964,0.44312320539501066,53.19,23.57,3.2,PE,Peru,Americas,South America,0.6320175560385588
2024-11-01,Nov,48093,25177,21870,585299,246914,13656783,0.4218595965480891,55.31,23.33,3.2,PE,Peru,Americas,South America,0.5177445122133103
2024-12-01,Dec,50842,31647,29647,619132,282119,19008103,0.4556685811749353,67.38,30.7,3.33,PE,Peru,Americas,South America,0.6994378272928001
2024-01-01,Jan,59531,47858,42954,1246061,459444,48252636,0.3687171013297102,105.02,38.72,3.3,PL,Poland,Europe,Central/Eastern Europe,0
2024-02-01,Feb,58314,42734,39346,995946,474755,44332871,0.4766874910888743,93.38,44.51,3.08,PL,Poland,Europe,Central/Eastern Europe,0.369707653259582
2024-03-01,Mar,60669,46412,42190,1106255,481029,44304147,0.4348265092587152,92.1,40.05,3,PL,Poland,Europe,Central/Eastern Europe,0.22636904542375577
2024-04-01,Apr,65228,50307,46740,1178598,495364,47467055,0.42029937264444706,95.82,40.27,3.04,PL,Poland,Europe,Central/Eastern Europe,0.17662583714024055
2024-05-01,May,70117,59760,58400,1493301,745746,79710418,0.4993942949211177,106.89,53.38,2.96,PL,Poland,Europe,Central/Eastern Europe,0.4474593329244399
2024-06-01,Jun,73777,63645,61549,1499909,796777,87971836,0.531216893824892,110.41,58.65,3.13,PL,Poland,Europe,Central/Eastern Europe,0.5564249334708321
2024-07-01,Jul,77830,71587,69231,1702435,1124706,138999260,0.6606454871992176,123.59,81.65,3.44,PL,Poland,Europe,Central/Eastern Europe,0.999608862211343
2024-08-01,Aug,78612,72754,70571,1821075,1203293,146585688,0.6607597161017531,121.82,80.49,3.31,PL,Poland,Europe,Central/Eastern Europe,1
2024-09-01,Sep,76373,69098,58321,1654977,773878,78541309,0.46760649845889096,101.49,47.46,3.09,PL,Poland,Europe,Central/Eastern Europe,0.33861290143005324
2024-10-01,Oct,70331,57478,50546,1432251,664179,62332716,0.4637308684022563,93.85,43.52,2.89,PL,Poland,Europe,Central/Eastern Europe,0.32534213250593635
2024-11-01,Nov,66891,52426,48099,1318498,555037,50027460,0.4209615790088419,90.13,37.94,2.73,PL,Poland,Europe,Central/Eastern Europe,0.17889333623420578
2024-12-01,Dec,68400,58304,56163,1310856,688074,70557801,0.5249043373185155,102.54,53.83,3.04,PL,Poland,Europe,Central/Eastern Europe,0.5348097438133095
2024-01-01,Jan,6069,5228,4684,128428,51901,11679752,0.4041252686330084,225.04,90.94,3.4,PR,Puerto Rico,Americas,Caribbean,0.25762877005422474
2024-02-01,Feb,6120,5124,4532,107960,54688,12509374,0.5065579844386809,228.74,115.87,3.51,PR,Puerto Rico,Americas,Caribbean,0.5959520627647882
2024-03-01,Mar,6125,5536,5256,128737,68687,16813546,0.5335451346543729,244.78,130.6,3.33,PR,Puerto Rico,Americas,Caribbean,0.6850874669179784
2024-04-01,Apr,6073,5427,4684,135339,53688,12030806,0.3966927493183783,224.09,88.89,3.26,PR,Puerto Rico,Americas,Caribbean,0.2330800271269063
2024-05-01,May,6186,5351,4980,129460,58694,12162448,0.45337556001853857,207.22,93.95,3.24,PR,Puerto Rico,Americas,Caribbean,0.4202967284057158
2024-06-01,Jun,6398,5648,5411,134341,75437,16129373,0.5615337089942758,213.81,120.06,3.33,PR,Puerto Rico,Americas,Caribbean,0.7775304579533282
2024-07-01,Jul,6489,5825,5639,146695,92255,19827940,0.6288898735471556,214.93,135.16,3.41,PR,Puerto Rico,Americas,Caribbean,1
2024-08-01,Aug,6532,5841,5263,147025,66630,13718782,0.45318823329365754,205.89,93.31,3.31,PR,Puerto Rico,Americas,Caribbean,0.4196780101195125
2024-09-01,Sep,6480,5290,4340,127614,41618,7909289,0.3261240929678562,190.04,61.98,3.13,PR,Puerto Rico,Americas,Caribbean,0
2024-10-01,Oct,6477,4869,4324,115265,42995,8217645,0.373010020387802,191.13,71.29,3.19,PR,Puerto Rico,Americas,Caribbean,0.15485874041061118
2024-11-01,Nov,6667,5358,4764,118757,50977,11680888,0.4292546965652551,229.14,98.36,3.2,PR,Puerto Rico,Americas,Caribbean,0.34062833454980646
2024-12-01,Dec,6756,5889,5626,130368,65890,15792820,0.5054154393716249,239.68,121.14,3.46,PR,Puerto Rico,Americas,Caribbean,0.5921783698960963
2024-01-01,Jan,93314,69870,59276,1627266,617656,75855085,0.37956670882326554,122.81,46.62,4.04,PT,Portugal,Europe,Southern/Mediterranean Europe,0
2024-02-01,Feb,91026,60350,54931,1256072,714628,88703202,0.5689387232579024,124.13,70.62,3.87,PT,Portugal,Europe,Southern/Mediterranean Europe,0.4054875715700323
2024-03-01,Mar,97036,73502,70142,1592952,995035,137435877,0.6246484514285428,138.12,86.28,3.83,PT,Portugal,Europe,Southern/Mediterranean Europe,0.524774481286761
2024-04-01,Apr,102259,80733,74370,1871146,1137946,170100784,0.608154574789995,149.48,90.91,3.82,PT,Portugal,Europe,Southern/Mediterranean Europe,0.4894574255755073
2024-05-01,May,106247,89222,86158,2116060,1423127,230763375,0.6725362229804448,162.15,109.05,3.66,PT,Portugal,Europe,Southern/Mediterranean Europe,0.6273128434225426
2024-06-01,Jun,109648,98193,94265,2338043,1592069,287793877,0.6809408552366231,180.77,123.09,3.83,PT,Portugal,Europe,Southern/Mediterranean Europe,0.6453090290451714
2024-07-01,Jul,112772,103929,101529,2517312,1908983,377531498,0.7583418344646988,197.77,149.97,4.17,PT,Portugal,Europe,Southern/Mediterranean Europe,0.8110417282406366
2024-08-01,Aug,113555,106445,104747,2563022,2169828,441176814,0.8465896898270869,203.32,172.13,4.18,PT,Portugal,Europe,Southern/Mediterranean Europe,1
2024-09-01,Sep,112251,105290,96813,2523417,1741550,308445441,0.6901554519130211,177.11,122.23,3.84,PT,Portugal,Europe,Southern/Mediterranean Europe,0.665039528509228
2024-10-01,Oct,107754,95216,85348,2294116,1398751,222332236,0.609712412101219,158.95,96.91,3.7,PT,Portugal,Europe,Southern/Mediterranean Europe,0.4927931014942287
2024-11-01,Nov,104467,83337,67211,1875932,871208,115351041,0.4644134222349211,132.4,61.49,3.63,PT,Portugal,Europe,Southern/Mediterranean Europe,0.18167567092584103
2024-12-01,Dec,99773,78634,72316,1613749,829301,113532980,0.5138971426163549,136.9,70.35,3.67,PT,Portugal,Europe,Southern/Mediterranean Europe,0.28763131421147387
2024-01-01,Jan,3211,1972,1756,44755,16146,1064080,0.36076416042900233,65.9,23.78,3.72,PY,Paraguay,Americas,South America,0.43441866029901993
2024-02-01,Feb,3381,1980,1666,41601,13344,767245,0.3207615201557655,57.5,18.44,3.28,PY,Paraguay,Americas,South America,0.2598350622058622
2024-03-01,Mar,3493,2138,1775,40312,15821,935129,0.3924637824965271,59.11,23.2,3.74,PY,Paraguay,Americas,South America,0.5727653804389985
2024-04-01,Apr,3455,1870,1267,42561,11118,496530,0.2612250652005357,44.66,11.67,3.82,PY,Paraguay,Americas,South America,0
2024-05-01,May,3376,1528,1347,33158,13524,621226,0.4078653718559624,45.94,18.74,3.57,PY,Paraguay,Americas,South America,0.6399825658136961
2024-06-01,Jun,3510,1675,1491,35103,16041,736945,0.4569694897871977,45.94,20.99,3.65,PY,Paraguay,Americas,South America,0.8542877599476264
2024-07-01,Jul,3595,1840,1634,39043,19145,892374,0.49035678610762495,46.61,22.86,3.61,PY,Paraguay,Americas,South America,1
2024-08-01,Aug,3726,1964,1707,40938,17000,797251,0.4152621036689628,46.9,19.47,3.49,PY,Paraguay,Americas,South America,0.6722641363606207
2024-09-01,Sep,3847,2252,2022,42415,18738,964480,0.44177767299304493,51.47,22.74,3.42,PY,Paraguay,Americas,South America,0.7879860853736687
2024-10-01,Oct,3975,2341,1845,52464,19879,929929,0.3789074412930772,46.78,17.73,3.44,PY,Paraguay,Americas,South America,0.5136014150579378
2024-11-01,Nov,4597,3284,3178,58431,28599,1596658,0.48944909380294704,55.83,27.33,3.02,PY,Paraguay,Americas,South America,0.99603855676951
2024-12-01,Dec,4664,3636,2689,75323,24679,1494705,0.3276422872163881,60.57,19.84,3.22,PY,Paraguay,Americas,South America,0.2898648068146967
2024-01-01,Jan,26447,18931,17113,466055,137274,11344376,0.29454463528982633,82.64,24.34,2.91,RO,Romania,Europe,Central/Eastern Europe,0
2024-02-01,Feb,26469,15390,13409,319530,138039,10760697,0.4320063843770538,77.95,33.68,2.83,RO,Romania,Europe,Central/Eastern Europe,0.49402391627304526
2024-03-01,Mar,27187,15468,13135,360529,141738,10089545,0.3931389707901445,71.18,27.99,2.79,RO,Romania,Europe,Central/Eastern Europe,0.35433828006435214
2024-04-01,Apr,28419,16055,14597,359334,150539,10953049,0.41893892590180726,72.76,30.48,2.82,RO,Romania,Europe,Central/Eastern Europe,0.4470607643086379
2024-05-01,May,29444,19374,18085,456430,200016,15614217,0.438218346734439,78.06,34.21,2.78,RO,Romania,Europe,Central/Eastern Europe,0.5163490939454812
2024-06-01,Jun,30645,21654,19747,472554,218829,17338673,0.46307723561751674,79.23,36.69,2.77,RO,Romania,Europe,Central/Eastern Europe,0.6056894793382323
2024-07-01,Jul,31244,23277,21947,555580,296545,25845268,0.5337575146693545,87.15,46.52,2.98,RO,Romania,Europe,Central/Eastern Europe,0.8597074042687759
2024-08-01,Aug,32117,25051,23948,603451,345653,31961625,0.5727938142450671,92.47,52.96,2.9,RO,Romania,Europe,Central/Eastern Europe,1
2024-09-01,Sep,32037,24163,19223,550316,224586,17792550,0.40810370768794657,79.22,32.33,2.8,RO,Romania,Europe,Central/Eastern Europe,0.4081200628318381
2024-10-01,Oct,29312,20192,17348,458958,214310,16597498,0.4669490454464243,77.45,36.16,2.74,RO,Romania,Europe,Central/Eastern Europe,0.6196043805194155
2024-11-01,Nov,29664,18880,17146,444682,187024,14414468,0.4205792004173769,77.07,32.42,2.61,RO,Romania,Europe,Central/Eastern Europe,0.4529557485157018
2024-12-01,Dec,29864,21624,20615,452732,221987,19222715,0.4903276110369932,86.59,42.46,2.89,RO,Romania,Europe,Central/Eastern Europe,0.7036246305641769
2024-01-01,Jan,11478,8685,7825,218527,66725,4614949,0.3053398435891217,69.16,21.12,3.3,RS,Serbia,Europe,Southern/Mediterranean Europe,0
2024-02-01,Feb,11456,7211,6217,148799,57410,3710763,0.3858224853661651,64.64,24.94,3.14,RS,Serbia,Europe,Southern/Mediterranean Europe,0.38111082828966336
2024-03-01,Mar,11705,7276,6220,161118,64248,4203083,0.39876363907198453,65.42,26.09,3.14,RS,Serbia,Europe,Southern/Mediterranean Europe,0.44239129447405595
2024-04-01,Apr,11759,7434,6798,154135,70221,4591562,0.4555811463976384,65.39,29.79,3.16,RS,Serbia,Europe,Southern/Mediterranean Europe,0.7114402073839999
2024-05-01,May,12561,9591,9391,211653,107744,7538922,0.5090596400712487,69.97,35.62,2.92,RS,Serbia,Europe,Southern/Mediterranean Europe,0.9646778319154379
2024-06-01,Jun,12721,9487,7844,215884,92857,6464504,0.4301245113116303,69.62,29.94,3.01,RS,Serbia,Europe,Southern/Mediterranean Europe,0.5908949684494653
2024-07-01,Jul,12917,9236,8617,212466,107290,7750793,0.5049749136332401,72.24,36.48,3.11,RS,Serbia,Europe,Southern/Mediterranean Europe,0.9453353570444132
2024-08-01,Aug,13144,9542,8665,217750,112472,7930770,0.5165189437428244,70.51,36.42,2.93,RS,Serbia,Europe,Southern/Mediterranean Europe,1
2024-09-01,Sep,13134,9398,7892,203995,94138,6360551,0.46147209490428687,67.57,31.18,3.03,RS,Serbia,Europe,Southern/Mediterranean Europe,0.73933571646781
2024-10-01,Oct,12881,8526,7485,190910,89937,5865920,0.4710963281127233,65.22,30.73,2.97,RS,Serbia,Europe,Southern/Mediterranean Europe,0.7849095123663227
2024-11-01,Nov,12701,8155,7401,185975,80575,5190561,0.4332571582201909,64.42,27.91,2.85,RS,Serbia,Europe,Southern/Mediterranean Europe,0.6057290448627115
2024-12-01,Dec,13348,10486,9983,192522,92083,6237453,0.47829858405792586,67.74,32.4,3.05,RS,Serbia,Europe,Southern/Mediterranean Europe,0.8190144779616896
2024-01-01,Jan,17090,9636,8472,229469,80927,10146785,0.35267073112272246,125.38,44.22,3.24,SA,Saudi Arabia,Middle East,West Asia,0.7737622826905483
2024-02-01,Feb,17928,10417,8283,201826,72814,9183234,0.3607761140784636,126.12,45.5,3.12,SA,Saudi Arabia,Middle East,West Asia,0.840508153530187
